Id,Name,CardNumber,Color,Type,Subtypes,Cost,Inkable,Rarity,Strength,Willpower,LoreValue,MoveCost,SetNumber,SetName,Abilities,RulesText,FlavorText,Artist,Image,OwnedNumber
168,Mickey mouse - Brave Little Tailor,1,Ruby,characters,"Dreamborn, Hero",8,True,Special,5.0,5.0,4.0,,1,Premier Chapitre,Evasive,Evasive (Only characters with Evasive can challenge this character.),"When defeat looms and victory hangs by a thread, a hero bolts to the rescue, patching things up through shear determination.",Nicholas Kole,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/1_71345637b9eddc5d2937523edb2dc2242f992459.jpg,0
169,Stitch - Rock Star,1,Amber,characters,"Floodborn, Hero, Alien",6,True,Special,3.0,5.0,3.0,,1,Premier Chapitre,Shift,"Shift 4 (You may pay 4 to play this on top of one of your characters named Stitch.) ADORING FANS Whenever you play a character with cost 2 or less, you may exert them to draw a card.",The best part about a beachside concert is that there’s always room for one more.,Simangaliso Sibaya,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/2_f4f4e00351b3cc0c36acc9425517df6350d22e28.jpg,0
170,Elsa - Snow Queen,1,Amethyst,characters,"Dreamborn, Hero, Queen, Sorcerer",3,True,Special,2.0,3.0,1.0,,1,Premier Chapitre,,FREEZE — Exert chosen opposing character.,"Recreated by magical ink, Elsa found herself in an entirely new world. Fortunately, ice works the same way everywhere.",Nicholas Kole,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/3_f80778722d0c4adf16e23c0aa46764eb390e7310.jpg,0
171,Cruella de vil - Miserable As Usual,1,Emerald,characters,"Storyborn, Villain",2,True,Special,1.0,3.0,1.0,,1,Premier Chapitre,,"YOU'LL BE SORRY! When this character is challenged and banished, you may return chosen character to their player's hand.","When she stops by, misery is company.",Nicholas Kole,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/4_51216df90ddc9cb3ab05efb4c32c534a8105ecd2.jpg,0
172,Maleficent - Monstrous Dragon,1,Ruby,characters,"Storyborn, Villain, Dragon",9,True,Special,7.0,5.0,2.0,,1,Premier Chapitre,,"DRAGON FIRE When you play this character, you may banish chosen character.","The ninth Rule of Villainy: When all else fails, turn into a dragon.",Luis Huerta,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/5_7fd93eecb7212684fc85488855776735c19554e6.jpg,0
173,Robin hood - Unrivaled Archer,1,Sapphire,characters,"Storyborn, Hero",6,True,Special,4.0,4.0,2.0,,1,Premier Chapitre,,"FEED THE POOR When you play this character, if an opponent has more cards in their hand than you, draw a card. GOOD SHOT During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",We never rob. We just sort of borrow a bit from those who can afford it.,John Loren,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/6_6ff1b1a9b70af2908643f24002b67e622601028a.jpg,0
174,Captain hook - Forceful Duelist,1,Steel,characters,"Dreamborn, Villain, Pirate, Captain",1,True,Special,1.0,2.0,1.0,,1,Premier Chapitre,Challenger,"Challenger +2 (While challenging, this character gets +2.)",He loves to make light of a foe’s predicament.,Marcel Berg,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/7_7ec5ab0bc902e35388c93886d1ae9eba33536f9e.jpg,0
175,Mickey mouse - Brave Little Tailor,1,Ruby,characters,"Dreamborn, Hero",8,True,Special,5.0,5.0,4.0,,1,Premier Chapitre,Evasive,Evasive (Only characters with Evasive can challenge this character.),"When defeat looms and victory hangs by a thread, a hero bolts to the rescue, patching things up through shear determination.",Nicholas Kole,https://api.lorcana.ravensburger.com/images/en/d23/cards/367x512/1_e703beca799cc92c4427ccd50e6edd7b132b1131.jpg,0
1661,Dragon fire,1,Ruby,actions,,5,False,Special,,,,,1,Premier Chapitre,,Banish chosen character.,Rare is the hero who can withstand a dragon’s wrath.,Luis Huerta,https://api.lorcana.ravensburger.com/images/en/challenge1/cards/367x512/1_4270b22557c8e6c97b0a7129723051f895eb5390.jpg,0
1662,Let it go,2,Sapphire,actions,Song,5,True,Special,,,,,1,Premier Chapitre,,(A character with cost 5 or more can to sing this song for free.) Put chosen character into their player's inkwell facedown and exerted.,It’s time to see what I can do To test the limits and break through,Milica Celikovic,https://api.lorcana.ravensburger.com/images/en/challenge1/cards/367x512/2_1850bf05181960cfe7baeb54a0464b0dfe8fb4df.jpg,0
180,Rapunzel - Gifted with Healing,4,Amber,characters,"Storyborn, Hero, Princess",4,True,Special,1.0,5.0,2.0,,1,Premier Chapitre,,"GLEAM AND GLOW When you play this character, remove up to 3 damage from one of your characters. Draw a card for each 1 damage removed this way.",,Grace Tran,https://api.lorcana.ravensburger.com/images/en/challenge1/cards/367x512/4_4e9d4fceb1ed4e0de4871a942ce34b9d91466641.jpg,0
161,Mickey mouse - Detective,8,Sapphire,characters,"Dreamborn, Hero, Detective",3,False,Special,1.0,3.0,1.0,,1,Premier Chapitre,,"GET A CLUE When you play this character, you may put the top card of your deck into your inkwell facedown and exerted.","Wherever the seaweed had come from, Mickey was sure of one thing: something fishy was going on.",Jared Nickerl,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/8_ea463574255f466503b38f9417737b95f88e269d.jpg,0
181,Kuzco - Temperamental Emperor,8,Emerald,characters,"Storyborn, King",5,False,Special,2.0,4.0,3.0,,1,Premier Chapitre,Ward,"Ward (Opponents can't choose this character except to challenge.) NO TOUCHY! When this character is challenged and banished, you may banish the challenging character.",,Koni,https://api.lorcana.ravensburger.com/images/en/challenge1/cards/367x512/8_0c66571d493c60c775dd59049ae656df28f69ca6.jpg,0
162,Heihei - Boat Snack,9,Amber,characters,"Storyborn, Ally",1,True,Special,1.0,2.0,1.0,,1,Premier Chapitre,Support,"Support (Whenever this character quests, you may add their to another chosen character's this turn.)","Sometimes, our strengths lie beneath the surface. Far beneath, in some cases.. . . —Moana",Jenna Gray,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/9_0e9d37d649f7db4f298bd9e872db7870500aaab0.jpg,0
163,Yzma - Alchemist,10,Amethyst,characters,"Dreamborn, Villain, Sorcerer",2,True,Special,2.0,2.0,1.0,,1,Premier Chapitre,,"YOU'RE EXCUSED Whenever this character quests, look at the top card of your deck. Put it on either the top or the bottom of your deck.","When I want your opinion, I will give it to you!",Hadjie Joos,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/10_3f261cdd61ba7d35f675efa73cdc5834aa1a97ca.jpg,0
164,Mickey mouse - Musketeer,11,Steel,characters,"Dreamborn, Hero, Musketeer",6,True,Special,2.0,7.0,2.0,,1,Premier Chapitre,Bodyguard,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.) ALL FOR ONE Your other Musketeer characters get +1.,,Jochem Van Gool,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/11_080ce7e3e02ce46664f2e9ff1397ba1b0f53a341.jpg,0
165,Goofy - Musketeer,12,Amber,characters,"Dreamborn, Hero, Musketeer",5,True,Special,3.0,6.0,1.0,,1,Premier Chapitre,Bodyguard,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.) AND TWO FOR TEA! When you play this character, you may remove up to 2 damage from each of your Musketeer characters.",En gawrsh!,Jochem Van Gool,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/12_ac415b5b1510706b41f9d535d7593f50fc5812e4.jpg,0
166,Donald duck - Musketeer,13,Steel,characters,"Dreamborn, Hero, Musketeer",4,True,Special,2.0,5.0,1.0,,1,Premier Chapitre,Bodyguard,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.) STAY ALERT! During your turn, your Musketeer characters gain Evasive. (They can challenge characters with Evasive.)",,Dav Augereau,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/13_38d6e2a40e22ec82c4ade6c679bcdb42a465b026.jpg,0
176,Génie - Déchaîne ses pouvoirs,20,Emerald,characters,"Floodborn, Héros",8,False,Special,3.0,5.0,3.0,,1,Premier Chapitre,"Alter, Insaisissable","Alter 6 (Vous pouvez payer 6 pour jouer ce personnage sur l'un de vos personnages Génie.) Insaisissable (Seuls les personnages avec Insaisissable peuvent défier ce personnage.) POUVOIR COSMIQUE PHÉNOMÉNAL! Lorsque ce personnage est envoyé à l'aventure, vous pouvez jouer gratuitement une carte action coûtant 5 ou moins.",,Eric Goldberg,https://api.lorcana.ravensburger.com/images/fr/promo1/cards/367x512/20_4c7cb0ca87fba9abcdeddf5e34894fa1cc207756.jpg,0
177,Stitch - Abominable créature,21,Ruby,characters,"Storyborn, Héros, Alien",6,True,Special,4.0,6.0,3.0,,1,Premier Chapitre,,,"Vous allez voir l'expérience 626 passer à l'action. Il sera attiré vers les grandes villes où il bouchera les égouts, inversera les panneaux de signalisation et volera toutes les chaussures gauches. — Jumba Jookiba",Alex Kupershmidt,https://api.lorcana.ravensburger.com/images/fr/promo1/cards/367x512/21_99eaa08a3af7c386b0ff1f450730d1f37eb62722.jpg,0
178,Maléfique - Indésirable,22,Sapphire,characters,"Dreamborn, Méchant, Mage",5,True,Special,3.0,6.0,3.0,,1,Premier Chapitre,,,Elle n'avait pas été invitée… et n'avait nullement besoin qu'on l'annonce.,Lorelay Bové,https://api.lorcana.ravensburger.com/images/fr/promo1/cards/367x512/22_b0c450f8b2499a012ff33be0f40925b8093bee9f.jpg,0
179,Maui - Demi-dieu,23,Steel,characters,"Storyborn, Héros, Dieu",8,True,Special,8.0,8.0,3.0,,1,Premier Chapitre,,,"Lorsque les dieux t'offrent un bateau, tu l'acceptes… mais tu n'es pas obligé de garder son propriétaire.",Bill Schwab,https://api.lorcana.ravensburger.com/images/fr/promo1/cards/367x512/23_ca522e7537a4e437e3eebcfe1ff70844d6cc668c.jpg,0
167,Gaston - Arrogant Hunter,24,Ruby,characters,"Storyborn, Villain",2,True,Special,4.0,2.0,0.0,,1,Premier Chapitre,Reckless,Reckless (This character can't quest and must challenge each turn if able.),It’s not arrogance when you really <are> the best.,Matthew Robert Davies,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/24_63794411920a78462eecc045ee23fcfd5dfcca0d.jpg,0
359,Cinderella - Stouthearted,2,Steel,characters,"Floodborn, Hero, Princess, Knight",7,True,Special,5.0,5.0,3.0,,2,L'Ascension des Floodborn,"Shift, Resist","Shift 5 (You may pay 5 to play this on top of one of your characters named Cinderella.) Resist +2 (Damage dealt to this character is reduced by 2.) THE SINGING SWORD Whenever you play a song, this character may challenge ready characters this turn.",,Grace Tran,https://api.lorcana.ravensburger.com/images/en/d23/cards/367x512/2_ab8e5f5c5f2dafe94e8aaf1433b24867498bdddb.jpg,0
362,Cinderella - Stouthearted,3,Steel,characters,"Floodborn, Hero, Princess, Knight",7,True,Special,5.0,5.0,3.0,,2,L'Ascension des Floodborn,"Shift, Resist","Shift 5 (You may pay 5 to play this on top of one of your characters named Cinderella.) Resist +2 (Damage dealt to this character is reduced by 2.) THE SINGING SWORD Whenever you play a song, this character may challenge ready characters this turn.",,Alice Pisoni,https://api.lorcana.ravensburger.com/images/en/challenge1/cards/367x512/3_6100d3eee2d07d7ff86b7b3f1de10424acf73e36.jpg,0
353,Cinderella - Knight in Training,14,Steel,characters,"Dreamborn, Hero, Princess, Knight",2,True,Special,2.0,2.0,1.0,,2,L'Ascension des Floodborn,,"HAVE COURAGE When you play this character, you may draw a card, then choose and discard a card.","She's always had the heart of a champion—now she'll have the skills, too.",Grace Tran,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/14_b6cdcf6ca1d28c96eb3f13a15870851a2cd275ae.jpg,0
354,Bucky - Squirrel Squeak Tutor,15,Emerald,characters,"Storyborn, Ally",3,True,Special,1.0,1.0,1.0,,2,L'Ascension des Floodborn,,"SQUEAK Whenever you play a Floodborn character, each opponent chooses and discards a card.",There’s a lot of nuance to squirrel. —Kronk,Alex Accorsi,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/15_ad1a54c809ee8865e860512e049854f27af48457.jpg,0
355,Minnie mouse - Wide-Eyed Diver,16,Ruby,characters,"Floodborn, Hero",4,True,Special,2.0,3.0,1.0,,2,L'Ascension des Floodborn,"Shift, Evasive","Shift 2 (You may pay 2 to play this on top of one of your characters named Minnie Mouse.) Evasive (Only characters with Evasive can challenge this character.) UNDERSEA ADVENTURE Whenever you play a second action in a turn, this character gets +2 this turn.",,Adam Fenton,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/16_522978e71bb55256015b045384ec01b7f1f0ccca.jpg,0
356,Robin hood - Capable Fighter,17,Steel,characters,"Dreamborn, Hero",2,False,Special,1.0,3.0,1.0,,2,L'Ascension des Floodborn,,SKIRMISH — Deal 1 damage to chosen character.,Capable? You don’t know the half of it. —Little John,Noukah,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/17_989816d108b59b5f9b51d9d096418f4af1f831ed.jpg,0
360,Mickey mouse - Visage amical,18,Amber,characters,"Storyborn, Héros",6,True,Special,1.0,6.0,3.0,,2,L'Ascension des Floodborn,,"BIENVENUE DANS MA MAISON Lorsque ce personnage est envoyé à l'aventure, le prochain personnage que vous jouez durant ce tour vous coûte 3 de moins.","Entrez, il y a beaucoup de choses à découvrir.",Mark Henn,https://api.lorcana.ravensburger.com/images/fr/promo1/cards/367x512/18_a0646529a895726177aa3b75e55272917e9fd8fc.jpg,0
361,Elsa - Sans gants,19,Amethyst,characters,"Storyborn, Héros, Reine, Mage",4,True,Special,3.0,4.0,1.0,,2,L'Ascension des Floodborn,Offensif,"Offensif +3 (Lorsqu'il défie, ce personnage gagne +3.)","Le pouvoir de la glace n'arrêtera peut-être pas l'inondation, mais il aidera à protéger Lorcana.",Brittney Lee,https://api.lorcana.ravensburger.com/images/fr/promo1/cards/367x512/19_4bdf9ff4a3ee36eb5dcea79da95be139cc801165.jpg,0
357,Rapunzel - Gifted Artist,31,Amber,characters,"Floodborn, Hero, Princess",5,True,Special,0.0,6.0,2.0,,2,L'Ascension des Floodborn,Shift,"Shift 3 (You may pay 3 to play this on top of one of your characters named Rapunzel.) LET YOUR POWER SHINE Whenever you remove 1 or more damage from one of your characters, you may draw a card.",,Aubrey Archer,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/31_4753a82cc262b2015d66210acb81efd4fe9f299c.jpg,0
358,Pinocchio - Talkative Puppet,32,Amethyst,characters,"Storyborn, Hero",2,False,Special,1.0,1.0,1.0,,2,L'Ascension des Floodborn,,"TELLING LIES When you play this character, you may exert chosen opposing character.",A lie keeps growing and growing until it’s as plain as the nose on your face. —Blue Fairy,Juan Diego Leon,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/32_9f1da6913557aebad2db4666ef7ee3bc84a29fb3.jpg,0
1690,Four dozen eggs,33,Sapphire,actions,Song,4,True,Special,,,,,2,L'Ascension des Floodborn,,(A character with cost 4 or more can to sing this song for free.) Your characters gain Resist +2 until the start of your next turn. (Damage dealt to them is reduced by 2.),,Jochem van Gool,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/33_a1d00611ec6f2d26148151af8077c16172b7ab83.jpg,0
528,Ursula - Deceiver,3,Emerald,characters,"Storyborn, Villain, Sorcerer",2,True,Special,1.0,3.0,1.0,,3,Les Terres d'Encres,,"YOU'LL NEVER EVEN MISS IT When you play this character, chosen opponent reveals their hand and discards a song card of your choice.",,Lisanne Koeteeuw,https://api.lorcana.ravensburger.com/images/en/d23/cards/367x512/3_14c4e6b00e14d8466024462605e10717384cd416.jpg,0
524,Kit - Dur à cuire,26,Emerald,characters,"Storyborn, Allié",3,True,Special,2.0,2.0,1.0,,3,Les Terres d'Encres,,"SURFEUR DES AIRS Lorsque vous jouez ce personnage, vous pouvez choisir un personnage adverse ayant 2 ou moins et le renvoyer dans la main de son propriétaire.","On s'est bien amusé, mais excusez-moi les gars, j'dois m'en aller. Yahaa!",Jake Parker,https://api.lorcana.ravensburger.com/images/fr/promo1/cards/367x512/26_041f6c3443cfd20805de11e795123a7538ae9b34.jpg,0
1438,Jolly roger - Navire du Capitaine Crochet,27,Ruby,locations,,1,False,Special,,5.0,0.0,2.0,3,Les Terres d'Encres,,JE VEUX L'AVOIR MORT OU VIF! Les personnages sur ce lieu gagnent Charge. (Ces personnages peuvent défier le tour où ils sont joués.) TOUT LE MONDE À SON POSTE! Vos personnages Pirate peuvent être déplacés gratuitement sur ce lieu.,,Nicolas Ky,https://api.lorcana.ravensburger.com/images/fr/promo1/cards/367x512/27_6d7e259a44e602b7001281b43691a9b97a152f41.jpg,0
1716,Le bleu lumière,28,Sapphire,actions,Chanson,4,False,Special,,,,,3,Les Terres d'Encres,,"(Vous pouvez un personnage coûtant 4 ou plus pour chanter cette chanson gratuitement.) Regardez les 2 premières cartes de votre pioche, ajoutez-en 1 à votre main et placez l'autre dans votre réserve d'encre, face cachée et épuisée.",,Anna Rud / Anna Stosik,https://api.lorcana.ravensburger.com/images/fr/promo1/cards/367x512/28_be26e51b025e3924762484e5c4476b02e335cb9b.jpg,0
525,John silver - Chasseur de trésor avide,29,Steel,characters,"Dreamborn, Méchant, Alien, Pirate, Capitaine",3,True,Special,3.0,3.0,1.0,,3,Les Terres d'Encres,,CHOISIS TOI-MÊME TON CAP Ce personnage gagne +1 et Résistance +1 pour chaque lieu que vous avez en jeu. (Les dommages qui lui sont infligés sont réduits de 1.),"C'est pas mon truc, ce genre de blagues. J'ai toujours été mauvais joueur.",Kumatori Gaku,https://api.lorcana.ravensburger.com/images/fr/promo1/cards/367x512/29_f352ac47bf5a390f35df9c060e2f7ccfbd4fed41.jpg,0
527,Scrooge mcduck - Uncle Moneybags,39,Sapphire,characters,"Dreamborn, Hero",2,True,Special,1.0,3.0,1.0,,3,Les Terres d'Encres,,"TREASURE FINDER Whenever this character quests, you pay 1 less for the next item you play this turn.",A strange new world is the perfect place to make a strange new fortune!,Stefano Zanchi,https://api.lorcana.ravensburger.com/images/en/promo1/cards/367x512/39_a52c17585baab2651512ff1cad1d3fdbe340b4f2.jpg,0
696,Bruno madrigal - Undetected Uncle,4,Amethyst,characters,"Storyborn, Ally, Madrigal",4,True,Special,3.0,3.0,1.0,,4,Le retour d’Ursula,Evasive,"Evasive (Only characters with Evasive can challenge this character.) YOU JUST HAVE TO SEE IT — Name a card, then reveal the top card of your deck. If it's the named card, put that card into your hand and gain 3 lore. Otherwise, put it on the top of your deck.",,Juan Diego Leon,https://api.lorcana.ravensburger.com/images/en/d23/cards/367x512/4_e4c46685e462ae35e909b5dede01c3c0b422a9b7.jpg,0
